unique_ID,step,type,Transacted_amount,Originator_acc_num,Orig_OLD_acc_balance,Orig_NEW_acc_balance,Destination_acc_num,Dest_OLD_acc_balance,Dest_NEW_acc_balance,latitude,longitude,street,country,state,Day_time,day_number,total_hrs_from_first_trans,transaction_type,alerts_generated,SAR_Fraud
a4e1be56-fe78-4b9e-9c7c-029d9e811bf3,420.0,CASH_OUT,1464160.5,C2024056212,1464160.5,0.0,C1653697681,462739.95,1926900.44,41.47892,-87.45476,Schererville,US,Chicago,17 days 12:00:00,17.0,420.0,3,1.0,0
24c9a373-cec1-4bd2-ae67-848f0fdf0547,157.0,CASH_OUT,431356.55,C1540105290,431356.55,0.0,C349350443,2787800.23,3219156.78,33.45122,-86.99665999999999,Hueytown,US,Chicago,6 days 13:00:00,6.0,157.0,3,1.0,0
58929a39-9d85-47f9-9df4-a9e10f74e7a7,229.0,TRANSFER,38580.45,C715571167,38580.45,0.0,C650699445,0.0,0.0,38.06084,-97.92976999999999,Hutchinson,US,Chicago,9 days 13:00:00,9.0,229.0,4,1.0,0
cdc1c30b-af58-4498-9c4c-9ef49f56946e,205.0,CASH_OUT,846589.73,C152517143,846589.73,0.0,C1354035571,0.0,846589.73,31.76212,-95.63079,Palestine,US,Chicago,8 days 13:00:00,8.0,205.0,3,1.0,0
bf92a09f-b795-4dfd-863c-7212894ac52c,70.0,CASH_OUT,1036789.41,C32861099,1036789.41,0.0,C1594778194,523315.63,1560105.04,33.92946,-116.97725,Beaumont,US,Los_Angeles,2 days 22:00:00,2.0,70.00000000000001,3,1.0,0
bf636fa0-32bc-4c58-a43c-ec21d3ed9762,407.0,CASH_OUT,48132.52,C948664431,48132.52,0.0,C1693545577,94309.66,142442.19,35.052659999999996,-78.87836,Fayetteville,US,New_York,16 days 23:00:00,16.0,407.0,3,1.0,0
5f3b1610-db71-439b-8679-bbce54b8bdd7,728.0,TRANSFER,119143.75,C1171262237,119143.75,0.0,C1229370593,0.0,0.0,41.55815,-73.0515,Waterbury,US,New_York,30 days 08:00:00,30.0,728.0,4,1.0,0
f6c75bf5-5702-499d-9a3e-9924905faa6d,95.0,TRANSFER,56745.14,C872526349,56745.14,0.0,C1824885183,0.0,0.0,42.24113,-88.3162,Crystal Lake,US,Chicago,3 days 23:00:00,3.0,95.0,4,1.0,0
a6a80ce0-0d2c-4c52-82a4-7da4717a48ff,357.0,TRANSFER,74921.74,C1335541144,74921.74,0.0,C887702391,0.0,0.0,26.2173,-80.22588,North Lauderdale,US,New_York,14 days 21:00:00,14.0,357.0,4,1.0,1
866b833b-0b02-401b-872d-bb4d2bcb6e73,608.0,CASH_OUT,277048.48,C1001765380,277048.48,0.0,C1602457625,0.0,277048.48,39.72943,-104.83192,Aurora,US,Denver,25 days 08:00:00,25.0,608.0,3,1.0,0
0a03cebe-988f-4ad5-b4cc-9407bbb6dcd1,372.0,CASH_OUT,5464727.14,C250061568,5464727.14,0.0,C1463443911,9012.39,5473739.54,42.30865,-83.48216,Canton,US,Detroit,15 days 12:00:00,15.0,372.0,3,1.0,0
a13198ef-44c9-4734-9360-fb919b7beb94,379.0,TRANSFER,99458.21,C1514527764,99458.21,0.0,C1947200265,0.0,0.0,41.47892,-87.45476,Schererville,US,Chicago,15 days 19:00:00,15.0,379.0,4,1.0,0
e56d98d8-7684-45e1-9463-1a2f3ad37a6f,297.0,TRANSFER,5591647.96,C1237857283,5591647.96,0.0,C578388393,0.0,0.0,33.03699,-117.29198000000001,Encinitas,US,Los_Angeles,12 days 09:00:00,12.0,297.0,4,1.0,1
bfb87380-6424-41cb-b2a4-343b00dea276,411.0,TRANSFER,281023.82,C1500797086,281023.82,0.0,C1892705319,0.0,0.0,41.27621,-72.86843,East Haven,US,New_York,17 days 03:00:00,17.0,411.0,4,1.0,0
90697b6e-c624-40d1-8e84-8e525303d3fa,531.0,TRANSFER,3547485.43,C1934752840,3547485.43,0.0,C221266057,0.0,0.0,45.53929,-122.38731000000001,Troutdale,US,Los_Angeles,22 days 03:00:00,22.0,531.0000000000001,4,1.0,0
2b66c036-9f24-4099-b2b6-4f34c6d9ee6e,296.0,CASH_OUT,10000000.0,C1814200711,10000000.0,0.0,C270577353,920463.99,10920463.99,26.189239999999998,-98.15529000000001,San Juan,US,Chicago,12 days 08:00:00,12.0,296.0,3,1.0,0
9ad17bdd-0300-4211-a890-ffee69c9d4f1,153.0,CASH_OUT,115535.52,C374230144,115535.52,0.0,C209338104,0.0,115535.52,34.77453,-96.67834,Ada,US,Chicago,6 days 09:00:00,6.0,153.0,3,1.0,0
4ab24e10-7978-48ad-b997-1948d32f9698,403.0,CASH_OUT,2178303.49,C694832431,2178303.49,0.0,C1264552873,0.0,2178303.49,33.72255,-116.37697,Palm Desert,US,Los_Angeles,16 days 19:00:00,16.0,403.0,3,1.0,0
c4113bd0-2be2-4c8e-b380-26df1ed0564a,567.0,TRANSFER,175203.45,C905679615,175203.45,0.0,C572787442,0.0,0.0,32.5007,-94.74049000000001,Longview,US,Chicago,23 days 15:00:00,23.0,567.0000000000001,4,1.0,0
15e07625-c4ee-4765-82e1-c7906cfd5f72,265.0,TRANSFER,3929113.14,C111386253,3929113.14,0.0,C833883362,0.0,0.0,45.0408,-93.26299999999999,Columbia Heights,US,Chicago,11 days 01:00:00,11.0,265.00000000000006,4,1.0,0
7dd3f451-36e0-40b5-b886-3192db986ff5,636.0,TRANSFER,729078.34,C1326188637,729078.34,0.0,C1097922403,0.0,0.0,33.08014,-83.2321,Milledgeville,US,New_York,26 days 12:00:00,26.0,636.0,4,1.0,0
396d644a-334a-4d38-b429-2889cb982668,74.0,TRANSFER,59127.34,C1444290021,59127.34,0.0,C959470338,0.0,0.0,41.6764,-91.58045,Coralville,US,Chicago,3 days 02:00:00,3.0,74.0,4,1.0,0
ad5ed8ee-f553-4404-9eeb-0bbc5f7b8a74,656.0,CASH_OUT,9468064.05,C1372628002,9468064.05,0.0,C1058427074,100936.07,9569000.12,39.08367,-84.50855,Covington,US,New_York,27 days 08:00:00,27.0,656.0,3,1.0,0
4e290e20-f640-43b9-b08e-64d2763cb8a6,415.0,CASH_OUT,224230.16,C1055929140,224230.16,0.0,C645291473,427065.03,651295.19,20.88953,-156.47432,Kahului,US,Honolulu,17 days 07:00:00,17.0,415.0,3,1.0,0
92f0c2a3-621b-471f-af43-06f369ab1600,10.0,CASH_OUT,503405.88,C140359285,503405.88,0.0,C2020337583,29669.0,533074.88,40.57788,-73.95958,Brighton Beach,US,New_York,0 days 10:00:00,0.0,10.0,3,1.0,0
3c36dfb6-0f63-4812-8cfa-6d1667832ffd,419.0,TRANSFER,426323.38,C73136408,426323.38,0.0,C684702982,0.0,0.0,40.57788,-73.95958,Brighton Beach,US,New_York,17 days 11:00:00,17.0,419.0,4,1.0,0
406d29d0-e626-4501-b563-7b48589d34df,99.0,TRANSFER,286670.9,C2005707747,286670.9,0.0,C1830145397,0.0,0.0,38.70734,-77.02303,Fort Washington,US,New_York,4 days 03:00:00,4.0,99.0,4,1.0,0
0ca196c3-b11a-49c3-bdce-339231b5c891,399.0,CASH_OUT,205170.29,C1048601853,205170.29,0.0,C1408847191,12555586.13,12760756.42,29.53885,-95.44744,Fresno,US,Chicago,16 days 15:00:00,16.0,399.0,3,1.0,0
9b6d83c7-5af0-4220-9164-c72298f199ca,67.0,CASH_OUT,42513.08,C263309564,42513.08,0.0,C1511183581,0.0,42513.08,40.82232,-74.15987,Nutley,US,New_York,2 days 19:00:00,2.0,67.00000000000001,3,1.0,0
39f43800-7530-420b-982e-a5d985c199cf,82.0,CASH_OUT,1534985.07,C911734420,1534985.07,0.0,C1953014312,0.0,1534985.07,40.56754,-89.64066,Pekin,US,Chicago,3 days 10:00:00,3.0,82.0,3,1.0,0
6c840fd1-9919-4a36-b90c-603bbda7db16,160.0,CASH_OUT,10000000.0,C714385617,10000000.0,0.0,C670347095,551074.14,10551074.14,26.2173,-80.22588,North Lauderdale,US,New_York,6 days 16:00:00,6.0,160.0,3,1.0,0
b4e1bc8a-84f1-41c2-8f34-eb018e9b1d1e,529.0,CASH_OUT,1773151.32,C1093594459,1773151.32,0.0,C50284383,775203.68,2548354.99,41.9001,-71.08977,Taunton,US,New_York,22 days 01:00:00,22.0,529.0000000000001,3,1.0,0
e2d583aa-df20-4544-8a32-4c2d277f78c5,228.0,TRANSFER,266836.35,C2060513697,266836.35,0.0,C2105369432,0.0,0.0,40.2737,-76.88441999999999,Harrisburg,US,New_York,9 days 12:00:00,9.0,228.0,4,1.0,0
fa2d3061-9d95-4866-9701-b05959ef6e71,591.0,TRANSFER,4863106.47,C355787543,4863106.47,0.0,C2072616549,0.0,0.0,45.16024,-93.08883,Lino Lakes,US,Chicago,24 days 15:00:00,24.0,591.0,4,1.0,0
b46c5e0f-ddb0-45a7-9dc9-7ea16c4a56eb,550.0,CASH_OUT,85303.24,C2043137760,85303.24,0.0,C1330770993,0.0,85303.24,34.258070000000004,-88.70464,Tupelo,US,Chicago,22 days 22:00:00,22.0,550.0000000000001,3,1.0,0
7dc61fc7-b55d-424c-b235-a8ec9136372b,640.0,CASH_OUT,144254.93,C1758075827,144254.93,0.0,C359739038,128529.95,272784.88,33.509209999999996,-111.89903000000001,Scottsdale,US,Phoenix,26 days 16:00:00,26.0,640.0,3,1.0,0
7047f4ac-9bb1-48be-b496-0eec3ff6b1bd,671.0,TRANSFER,188731.21,C1388119731,188731.21,0.0,C1365710126,0.0,0.0,43.1009,-75.23266,Utica,US,New_York,27 days 23:00:00,27.0,671.0,4,1.0,0
26758831-e539-4865-ba91-692c6e2758b2,274.0,TRANSFER,49210.21,C10982843,49210.21,0.0,C803239144,0.0,0.0,35.88264,-80.08199,Thomasville,US,New_York,11 days 10:00:00,11.0,274.00000000000006,4,1.0,0
696a0574-4515-4b87-9c82-88a9c8c60456,569.0,CASH_OUT,15093.69,C200350640,15093.69,0.0,C1001258143,700860.28,715953.97,39.08367,-84.50855,Covington,US,New_York,23 days 17:00:00,23.0,569.0000000000001,3,1.0,0
fcd0b141-dd99-460f-9c95-25ff6158618a,566.0,TRANSFER,1828.6,C1025024603,1828.6,0.0,C127507579,0.0,0.0,39.78504,-85.76942,Greenfield,US,Indiana,23 days 14:00:00,23.0,566.0000000000001,4,1.0,0
0fea03a0-8d09-4a62-ab88-ea6830356262,702.0,TRANSFER,240746.27,C1377043932,240746.27,0.0,C868639312,0.0,0.0,34.216390000000004,-119.0376,Camarillo,US,Los_Angeles,29 days 06:00:00,29.0,702.0,4,1.0,1
02f860a6-4e3a-4e01-a5d2-79478883c9e2,306.0,TRANSFER,10000000.0,C108630257,10850530.59,850530.59,C1865083017,0.0,0.0,40.65538,-74.38987,Scotch Plains,US,New_York,12 days 18:00:00,12.0,306.0,4,1.0,0
f0d7b1f0-4cda-49ee-a4b0-d374893eb216,570.0,CASH_OUT,1021194.38,C1020706862,1021194.38,0.0,C197568140,0.0,1021194.38,40.63316,-74.13653000000001,Port Richmond,US,New_York,23 days 18:00:00,23.0,570.0000000000001,3,1.0,0
d37406f3-095f-4523-94c1-2ccae7c20778,639.0,TRANSFER,305846.12,C1966738869,305846.12,0.0,C248194392,0.0,0.0,33.522529999999996,-117.70755,Laguna Niguel,US,Los_Angeles,26 days 15:00:00,26.0,639.0,4,1.0,0
651a2794-66ff-485e-88f1-964ca23555e0,734.0,CASH_OUT,1810044.85,C491326843,1810044.85,0.0,C1833702412,1005720.69,2815765.54,40.34912,-111.90466,Saratoga Springs,US,Denver,30 days 14:00:00,30.0,734.0,3,1.0,0
022c0571-eb6e-46e7-bf03-235707da50a8,240.0,CASH_OUT,1782737.6,C1890666727,1782737.6,0.0,C2034377028,7355794.78,9138532.38,38.91817,-78.19444,Front Royal,US,New_York,10 days 00:00:00,10.0,240.0,3,1.0,0
d9e6482f-2d14-4353-8164-e1b1e1cee39b,251.0,TRANSFER,609416.21,C145364,609416.21,0.0,C312230940,0.0,0.0,35.61452,-88.81395,Jackson,US,Chicago,10 days 11:00:00,10.0,251.0,4,1.0,0
6a6c9d93-1e97-4c93-9af5-1ce0d782607b,482.0,CASH_OUT,24382.08,C805912404,24382.08,0.0,C2095346026,6866.91,31248.99,36.91023,-121.75688999999998,Watsonville,US,Los_Angeles,20 days 02:00:00,20.0,482.0,3,1.0,0
874554a0-d31a-4982-8c20-57f5b8f7acdd,466.0,TRANSFER,104171.37,C952245558,104171.37,0.0,C2101227966,0.0,0.0,27.718090000000004,-82.35176,Sun City Center,US,New_York,19 days 10:00:00,19.0,466.0,4,1.0,0
888bdd63-c34a-442d-837b-f12e56acb878,444.0,TRANSFER,348055.47,C1424747794,348055.47,0.0,C1922828230,0.0,0.0,35.88264,-80.08199,Thomasville,US,New_York,18 days 12:00:00,18.0,444.0,4,1.0,0
1fbe3e3d-c6da-4d17-b56a-7777d57a1ce0,357.0,TRANSFER,2239461.29,C972148639,2239461.29,0.0,C1247043439,0.0,0.0,39.00622,-77.4286,Sterling,US,New_York,14 days 21:00:00,14.0,357.0,4,1.0,0
60785015-b64e-4ec5-b868-b628623881ac,625.0,CASH_OUT,20278.62,C1747133660,20278.62,0.0,C1277670542,12454.77,32733.39,40.72371,-73.95097,Greenpoint,US,New_York,26 days 01:00:00,26.0,625.0,3,1.0,0
563b99c3-16b8-4ff0-929a-76510256bc99,403.0,TRANSFER,108560.06,C1798273837,108560.06,0.0,C1904675191,0.0,0.0,42.970859999999995,-82.42491,Port Huron,US,Detroit,16 days 19:00:00,16.0,403.0,4,1.0,0
d7e1eb00-b141-4cf4-aedb-5bb1f300ea05,8.0,CASH_OUT,43092.0,C1395071924,43092.0,0.0,C79685693,660641.74,1158662.9,43.91452,-69.96533000000001,Brunswick,US,New_York,0 days 08:00:00,0.0,8.0,3,1.0,0
76fb0980-c7e0-4e41-9453-b598fb74149f,521.0,TRANSFER,157277.0,C1601578028,157277.0,0.0,C49314331,0.0,0.0,39.00622,-77.4286,Sterling,US,New_York,21 days 17:00:00,21.0,521.0000000000001,4,1.0,0
873ef72c-8200-4794-bf8c-e8a62620d70a,19.0,CASH_OUT,3477438.49,C841995363,3477438.49,0.0,C1314676285,0.0,3477438.49,31.845679999999998,-102.36764000000001,Odessa,US,Chicago,0 days 19:00:00,0.0,19.0,3,1.0,0
b7894340-0a8e-4d61-918f-660ce2a80fc1,396.0,TRANSFER,59996.12,C1938899713,59996.12,0.0,C1743910268,0.0,0.0,40.646209999999996,-73.97069,Kensington,US,New_York,16 days 12:00:00,16.0,396.0,4,1.0,0
915decc9-c1f0-48c2-b609-64dc0ab9d905,736.0,CASH_OUT,1314660.84,C1660278884,1314660.84,0.0,C464467238,0.0,1314660.84,42.24113,-88.3162,Crystal Lake,US,Chicago,30 days 16:00:00,30.0,736.0,3,1.0,0
6217a040-9db6-4e29-952f-b6f7844c5d93,705.0,CASH_OUT,62898.81,C1544409722,62898.81,0.0,C1880051906,0.0,62898.81,37.95143,-91.77127,Rolla,US,Chicago,29 days 09:00:00,29.0,705.0,3,1.0,0
19f7df9c-a61d-4271-9a6d-f2036420185d,362.0,TRANSFER,1139165.57,C828020985,1139165.57,0.0,C2065608692,0.0,0.0,31.845679999999998,-102.36764000000001,Odessa,US,Chicago,15 days 02:00:00,15.0,362.0,4,1.0,0
a8671fe6-14a8-419d-98ea-dccc6c68c119,485.0,CASH_OUT,471906.6,C437383157,471906.6,0.0,C943161690,5930.71,477837.3,41.48199,-81.79819,Lakewood,US,New_York,20 days 05:00:00,20.0,485.0,3,1.0,0
df200895-fa29-481a-87ba-6bde318b1c9d,491.0,TRANSFER,25616.71,C1069177491,25616.71,0.0,C131895413,0.0,0.0,39.334270000000004,-76.43941,Middle River,US,New_York,20 days 11:00:00,20.0,491.0,4,1.0,0
c8603166-6a68-46a0-a476-ca669c353ece,31.0,TRANSFER,335219.49,C1775717184,335219.49,0.0,C1987320319,0.0,0.0,47.4943,-122.24091999999999,Bryn Mawr-Skyway,US,Los_Angeles,1 days 07:00:00,1.0,31.0,4,1.0,0
e7cd5204-08e3-4619-a737-964b31d206f6,495.0,CASH_OUT,197943.1,C1439806480,197943.1,0.0,C1102600880,0.0,197943.1,37.60876,-77.37331,Mechanicsville,US,New_York,20 days 15:00:00,20.0,495.0,3,1.0,0
d11bbb21-0520-45dd-af79-0b7057430ea0,444.0,CASH_OUT,3752520.6,C1674281831,3752520.6,0.0,C590901753,1255946.49,5008467.09,39.091120000000004,-94.41551,Independence,US,Chicago,18 days 12:00:00,18.0,444.0,3,1.0,0
917c0826-616e-4979-afd6-377e4c5aef12,51.0,TRANSFER,339275.64,C427722942,339275.64,0.0,C2116826462,0.0,0.0,45.53929,-122.38731000000001,Troutdale,US,Los_Angeles,2 days 03:00:00,2.0,51.0,4,1.0,0
08b27b80-990d-470e-b345-6516944bfe5f,687.0,CASH_OUT,3009125.59,C1336183748,3009125.59,0.0,C1701261765,46901.34,3056026.93,42.35843,-71.05977,Boston,US,New_York,28 days 15:00:00,28.0,687.0,3,1.0,0
c798f80e-a2d6-4877-827f-0ac70387bfed,396.0,TRANSFER,2189170.39,C90164537,2189170.39,0.0,C814466553,0.0,0.0,40.72371,-73.95097,Greenpoint,US,New_York,16 days 12:00:00,16.0,396.0,4,1.0,0
2353dd29-85b6-45f8-8cb1-a8f2dbc7df36,64.0,CASH_OUT,3097121.75,C1563094045,3097121.75,0.0,C1677375515,0.0,3097121.75,42.4251,-71.06616,Malden,US,New_York,2 days 16:00:00,2.0,64.0,3,1.0,0
3239cb8d-7dd2-48e2-902d-490e13a219a3,613.0,CASH_OUT,86002.09,C1363187770,86002.09,0.0,C1320785064,0.0,86002.09,36.61033,-88.31475999999999,Murray,US,Chicago,25 days 13:00:00,25.0,613.0,3,1.0,0
3d7a44f3-3d00-4d21-b351-0ce254cb36a2,411.0,CASH_OUT,10000000.0,C1299526002,10000000.0,0.0,C1744662180,0.0,10000000.0,46.092729999999996,-88.64235,Iron River,US,Menominee,17 days 03:00:00,17.0,411.0,3,1.0,0
38d02246-2452-4a95-a1ca-10c093658f46,353.0,TRANSFER,13774.15,C836797981,13774.15,0.0,C658953429,0.0,0.0,33.76446,-117.79393999999999,North Tustin,US,Los_Angeles,14 days 17:00:00,14.0,353.0,4,1.0,0
c0480096-fee3-4898-9517-3632d8f8bb1f,741.0,TRANSFER,10000000.0,C1945606464,15674547.89,5674547.89,C625944676,0.0,0.0,47.925259999999994,-97.03285,Grand Forks,US,Chicago,30 days 21:00:00,30.0,741.0,4,1.0,0
a597fbf5-e53e-41d3-876b-e9f2c4741932,737.0,CASH_OUT,190100.29,C2010561147,190100.29,0.0,C493481866,848487.62,1038587.91,30.16688,-96.39774,Brenham,US,Chicago,30 days 17:00:00,30.0,737.0,3,1.0,0
a66f8d66-6474-487c-8acd-7a9f6c6402cb,284.0,CASH_OUT,164502.06,C776645949,164502.06,0.0,C1837471455,252850.62,417352.68,40.728159999999995,-74.07764,Jersey City,US,New_York,11 days 20:00:00,11.0,284.00000000000006,3,1.0,0
12237865-3a46-4e97-ac43-d1203c6af8ef,357.0,CASH_OUT,4177467.46,C376454889,4177467.46,0.0,C1559513408,0.0,4177467.46,33.95015,-118.03917,South Whittier,US,Los_Angeles,14 days 21:00:00,14.0,357.0,3,1.0,0
af21d580-b2ec-456c-ac26-052755ba3a12,211.0,CASH_OUT,1330802.24,C1458541760,1330802.24,0.0,C1092309864,151341.34,1515187.24,27.09978,-82.45425999999999,Venice,US,New_York,8 days 19:00:00,8.0,211.0,3,1.0,0
4db1017b-9b0e-4d2b-a5b4-376d1f9e954d,675.0,CASH_OUT,2772043.9,C1162550194,2772043.9,0.0,C27397338,2985997.42,5758041.32,40.72371,-73.95097,Greenpoint,US,New_York,28 days 03:00:00,28.0,675.0,3,1.0,0
85c7925e-1cba-4874-bd89-f0f1091e085f,240.0,TRANSFER,806850.06,C321712696,806850.06,0.0,C1645115422,0.0,0.0,34.63915,-120.45794,Lompoc,US,Los_Angeles,10 days 00:00:00,10.0,240.0,4,1.0,0
a83a6d21-29d9-4c9f-a9cf-5270522603a5,289.0,TRANSFER,602807.17,C500424911,602807.17,0.0,C2014202347,0.0,0.0,47.38093,-122.23483999999999,Kent,US,Los_Angeles,12 days 01:00:00,12.0,289.00000000000006,4,1.0,0
be95a5fc-ab7d-4ac6-8c6d-59f980b8cbbe,403.0,CASH_OUT,108560.06,C1861301059,108560.06,0.0,C293709567,0.0,108560.06,32.44874,-99.73314,Abilene,US,Chicago,16 days 19:00:00,16.0,403.0,3,1.0,1
f7286608-4946-4d2e-af4f-e11c9cc2b1cc,726.0,CASH_OUT,561446.32,C46584034,561446.32,0.0,C889161181,122622.57,684068.89,44.278040000000004,-88.27205,Kaukauna,US,Chicago,30 days 06:00:00,30.0,726.0,3,1.0,0
d1ac9e0d-8e25-4f2c-aa87-be1b82ca2e3e,330.0,TRANSFER,40388.58,C1000513158,40388.58,0.0,C1758335977,0.0,0.0,39.091120000000004,-94.41551,Independence,US,Chicago,13 days 18:00:00,13.0,330.0,4,1.0,0
79b1f128-e007-4bd6-8277-32b173ffac8c,516.0,TRANSFER,346293.24,C744665522,346293.24,0.0,C299290002,0.0,0.0,25.679270000000002,-80.31727,Kendall,US,New_York,21 days 12:00:00,21.0,516.0,4,1.0,0
